application,version,instrumentor,trial,compiletime,memoryuse,success,failurereason
exif,1,bb-lemon,1,113.129292011,44312,True,
exif,1,bb-local,1,694.495627165,44284,True,
exif,1,cc-local,2,362.049246073,44232,True,
exif,1,cc-none,2,56.6390750408,55544,True,
exif,1,bb-none,2,56.6468799114,44148,True,
exif,1,cc-simple,2,55.7658340931,44168,True,
exif,1,clang,2,34.5266280174,49908,True,
exif,1,cc-gams,2,575.568119049,26127964,False,MEMOUT
exif,1,bb-simple,2,56.4354741573,44036,True,
exif,1,cc-lemon,2,93.9267241955,44092,True,
exif,1,bb-gams,2,994.889683008,26127940,False,MEMOUT
exif,1,bb-lemon,2,112.650337934,44272,True,
exif,1,bb-local,2,694.047405005,44300,True,
exif,1,cc-local,3,361.177775145,44108,True,
exif,1,cc-none,3,56.3467381001,55288,True,
exif,1,bb-none,3,56.6097738743,44236,True,
exif,1,cc-simple,3,55.602107048,44200,True,
exif,1,clang,3,34.3666758537,49944,True,
exif,1,cc-gams,3,577.730243206,26127988,False,MEMOUT
exif,1,bb-simple,3,56.400113821,44208,True,
exif,1,cc-lemon,3,94.1403570175,44228,True,
exif,1,bb-gams,3,999.897053003,26128164,False,MEMOUT
exif,1,bb-lemon,3,112.952662945,44308,True,
exif,1,bb-local,3,694.944832802,44188,True,
bc,1,cc-local,1,119.756190777,44368,True,
bc,1,cc-none,1,25.2790291309,44424,True,
bc,1,bb-none,1,26.3150029182,47528,True,
bc,1,cc-simple,1,25.0989360809,44556,True,
bc,1,clang,1,13.8363661766,49628,True,
bc,1,cc-gams,1,1599.76111102,26180224,False,MEMOUT
bc,1,bb-simple,1,25.7273468971,45296,True,
bc,1,cc-lemon,1,48.8952879906,44172,True,
bc,1,bb-gams,1,2354.20509505,26125316,False,MEMOUT
bc,1,bb-lemon,1,535.268900156,45524,True,
bc,1,bb-local,1,5663.82888699,45724,True,
bc,1,cc-local,2,118.735004902,44164,True,
bc,1,cc-none,2,25.0962669849,44280,True,
bc,1,bb-none,2,26.2060348988,47936,True,
bc,1,cc-simple,2,25.0821149349,44124,True,
bc,1,clang,2,13.7946550846,49716,True,
bc,1,cc-gams,2,1662.41082597,26180248,False,MEMOUT
bc,1,bb-simple,2,25.6221117973,45728,True,
bc,1,cc-lemon,2,48.7384579182,44384,True,
bc,1,bb-gams,2,2397.69319797,26125304,False,MEMOUT
bc,1,bb-lemon,2,536.383590937,45704,True,
bc,1,bb-local,2,5633.44788098,45668,True,
bc,1,cc-local,3,120.198462963,44352,True,
bc,1,cc-none,3,25.3047170639,44368,True,
bc,1,bb-none,3,26.2470870018,47944,True,
bc,1,cc-simple,3,25.1261909008,44356,True,
bc,1,clang,3,13.788850069,49852,True,
bc,1,cc-gams,3,1690.9407239,26180164,False,MEMOUT
bc,1,bb-simple,3,25.6903820038,45688,True,
bc,1,cc-lemon,3,48.7433030605,44384,True,
bc,1,bb-gams,3,2381.440552,26125348,False,MEMOUT
bc,1,bb-lemon,3,535.724505901,45576,True,
bc,1,bb-local,3,5623.65864301,45756,True,
gzip,1,cc-local,1,112.705236912,51224,True,
gzip,1,cc-none,1,4.52137088776,51340,True,
gzip,1,bb-none,1,5.15190792084,56740,True,
gzip,1,cc-simple,1,4.48182010651,51464,True,
gzip,1,clang,1,2.69021296501,57616,True,
gzip,1,cc-gams,1,503.767457962,24909120,False,MEMOUT
gzip,1,bb-simple,1,4.85404706001,53160,True,
gzip,1,cc-lemon,1,9.70516514778,51268,True,
gzip,1,bb-gams,1,528.777438164,25288616,False,MEMOUT
gzip,1,bb-lemon,1,74.3005921841,51908,True,
gzip,1,bb-local,1,3267.56385303,52216,True,
gzip,2,cc-local,1,159.845721006,52860,True,
gzip,2,cc-none,1,5.64481496811,53668,True,
gzip,2,bb-none,1,6.55806803703,60676,True,
gzip,2,cc-simple,1,5.64457798004,53440,True,
gzip,2,clang,1,3.41605615616,59912,True,
gzip,2,cc-gams,1,779.991559982,24908980,False,MEMOUT
gzip,2,bb-simple,1,6.08014893532,56688,True,
gzip,2,cc-lemon,1,13.1810238361,53256,True,
gzip,2,bb-gams,1,535.49008584,25288540,False,MEMOUT
gzip,2,bb-lemon,1,179.854403019,55548,True,
gzip,2,bb-local,1,6325.2209971,55580,True,
gzip,3,cc-local,1,160.297718048,52440,True,
gzip,3,cc-none,1,5.48837900162,53340,True,
gzip,3,bb-none,1,6.36449599266,60284,True,
gzip,3,cc-simple,1,5.48606204987,52740,True,
gzip,3,clang,1,3.31622219086,59312,True,
gzip,3,cc-gams,1,729.421939135,26180296,False,MEMOUT
gzip,3,bb-simple,1,5.91747498512,56044,True,
gzip,3,cc-lemon,1,13.0746772289,52540,True,
gzip,3,bb-gams,1,520.934542894,25288564,False,MEMOUT
gzip,3,bb-lemon,1,178.110006094,54856,True,
gzip,3,bb-local,1,6270.39838004,54596,True,
gzip,4,cc-local,1,168.9036448,52888,True,
gzip,4,cc-none,1,5.53596401215,53448,True,
gzip,4,bb-none,1,6.50234603882,62728,True,
gzip,4,cc-simple,1,5.53071403503,52932,True,
gzip,4,clang,1,3.33281612396,59552,True,
gzip,4,cc-gams,1,725.89556098,19941692,False,MEMOUT
gzip,4,bb-simple,1,6.02330493927,57684,True,
gzip,4,cc-lemon,1,13.642015934,52812,True,
gzip,4,bb-gams,1,528.480967999,25288536,False,MEMOUT
gzip,4,bb-lemon,1,182.461258888,55228,True,
gzip,4,bb-local,1,6606.11506701,55292,True,
gzip,5,cc-local,1,65.7786200047,53612,True,
gzip,5,cc-none,1,5.71935915947,54824,True,
gzip,5,bb-none,1,6.70000910759,63120,True,
gzip,5,cc-simple,1,5.67955780029,53988,True,
gzip,5,clang,1,3.44518113136,60416,True,
gzip,5,cc-gams,1,755.734853029,21994756,False,MEMOUT
gzip,5,bb-simple,1,6.19931197166,59112,True,
gzip,5,cc-lemon,1,9.87988400459,53720,True,
gzip,5,bb-gams,1,529.788068056,25288576,False,MEMOUT
gzip,5,bb-lemon,1,244.580423117,56812,True,
gzip,5,bb-local,1,10804.7487171,64804,False,TIMEOUT
ccrypt,1,cc-local,1,15.0047080517,42144,True,
ccrypt,1,cc-none,1,13.7001538277,42292,True,
ccrypt,1,bb-none,1,13.7824327946,42044,True,
ccrypt,1,cc-simple,1,13.6464591026,42212,True,
ccrypt,1,clang,1,7.81091809273,45984,True,
ccrypt,1,cc-gams,1,380.39649415,25161312,False,MEMOUT
ccrypt,1,bb-simple,1,13.7756359577,41984,True,
ccrypt,1,cc-lemon,1,14.068614006,42224,True,
ccrypt,1,bb-gams,1,234.359447956,26180152,False,MEMOUT
ccrypt,1,bb-lemon,1,16.3512589931,42104,True,
ccrypt,1,bb-local,1,28.2532248497,42288,True,
ccrypt,1,cc-local,2,14.5954918861,42292,True,
ccrypt,1,cc-none,2,13.7420589924,42296,True,
ccrypt,1,bb-none,2,13.8270661831,42028,True,
ccrypt,1,cc-simple,2,13.6124510765,42044,True,
ccrypt,1,clang,2,7.77284288406,45888,True,
ccrypt,1,cc-gams,2,400.932627916,25161280,False,MEMOUT
ccrypt,1,bb-simple,2,13.816562891,42252,True,
ccrypt,1,cc-lemon,2,14.0556409359,42184,True,
ccrypt,1,bb-gams,2,238.75655508,26180200,False,MEMOUT
ccrypt,1,bb-lemon,2,16.3842940331,42100,True,
ccrypt,1,bb-local,2,28.242205143,42124,True,
ccrypt,1,cc-local,3,14.589370966,42120,True,
ccrypt,1,cc-none,3,13.6779620647,42096,True,
ccrypt,1,bb-none,3,13.8764269352,42112,True,
ccrypt,1,cc-simple,3,13.6733088493,42084,True,
ccrypt,1,clang,3,7.80150508881,46008,True,
ccrypt,1,cc-gams,3,381.637731075,25161400,False,MEMOUT
ccrypt,1,bb-simple,3,14.2036750317,42112,True,
ccrypt,1,cc-lemon,3,14.054402113,42360,True,
ccrypt,1,bb-gams,3,240.187783957,26180252,False,MEMOUT
ccrypt,1,bb-lemon,3,16.3983650208,42108,True,
ccrypt,1,bb-local,3,28.2165119648,41932,True,
flex,1,cc-local,1,2377.95220995,63472,True,
flex,1,cc-none,1,7.6939330101,64780,True,
flex,1,bb-none,1,8.83518910408,71128,True,
flex,1,cc-simple,1,7.53883695602,63700,True,
flex,1,clang,1,4.31149291992,66232,True,
flex,1,cc-gams,1,354.362303019,24936724,False,MEMOUT
flex,1,bb-simple,1,8.11324810982,70564,True,
flex,1,cc-lemon,1,171.568270922,63532,True,
flex,1,bb-gams,1,406.936683893,26180252,False,MEMOUT
flex,1,bb-lemon,1,2695.01622295,77716,True,
flex,1,bb-local,1,10805.4847732,63964,False,TIMEOUT
flex,2,cc-local,1,10805.3750508,63936,False,TIMEOUT
flex,2,cc-none,1,10.5656139851,77404,True,
flex,2,bb-none,1,12.5847759247,88832,True,
flex,2,cc-simple,1,10.5941278934,75028,True,
flex,2,clang,1,6.31762194633,77588,True,
flex,2,cc-gams,1,467.046426058,26180220,False,MEMOUT
flex,2,bb-simple,1,11.8419430256,96648,True,
flex,2,cc-lemon,1,1574.618325,113808,True,
flex,2,bb-gams,1,235.673655033,26180240,False,MEMOUT
flex,2,bb-lemon,1,10805.0585449,196748,False,TIMEOUT
flex,2,bb-local,1,10805.1319191,64088,False,TIMEOUT
flex,3,cc-local,1,10805.625613,64208,False,TIMEOUT
flex,3,cc-none,1,10.7287590504,77360,True,
flex,3,bb-none,1,12.6519069672,88776,True,
flex,3,cc-simple,1,10.4902901649,75600,True,
flex,3,clang,1,6.0164399147,77356,True,
flex,3,cc-gams,1,484.124111891,26180228,False,MEMOUT
flex,3,bb-simple,1,11.8528249264,96616,True,
flex,3,cc-lemon,1,1582.84217,113860,True,
flex,3,bb-gams,1,222.383913994,26180228,False,MEMOUT
flex,3,bb-lemon,1,10860.070055,11384,False,TIMEOUT
flex,3,bb-local,1,10847.0705881,64352,False,TIMEOUT
flex,4,cc-local,1,10807.291261,63756,False,TIMEOUT
flex,4,cc-none,1,11.2333128452,78176,True,
flex,4,bb-none,1,13.034250021,89720,True,
flex,4,cc-simple,1,10.9409089088,76704,True,
flex,4,clang,1,6.70973396301,77896,True,
flex,4,cc-gams,1,501.024647951,26180220,False,MEMOUT
flex,4,bb-simple,1,12.6302549839,97348,True,
flex,4,cc-lemon,1,2892.05129886,143508,True,
flex,4,bb-gams,1,245.153279066,26180208,False,MEMOUT
flex,4,bb-lemon,1,10860.1511521,11772,False,TIMEOUT
flex,4,bb-local,1,10860.2185481,11520,False,TIMEOUT
flex,5,cc-local,1,10860.0966811,11456,False,TIMEOUT
flex,5,cc-none,1,11.3654410839,78440,True,
flex,5,bb-none,1,13.0249159336,89532,True,
flex,5,cc-simple,1,11.1271131039,76956,True,
flex,5,clang,1,6.39546203613,77460,True,
flex,5,cc-gams,1,491.991023064,26180264,False,MEMOUT
flex,5,bb-simple,1,12.1752650738,97024,True,
flex,5,cc-lemon,1,2879.70519018,143868,True,
flex,5,bb-gams,1,222.719612837,26180172,False,MEMOUT
flex,5,bb-lemon,1,10805.3947301,247536,False,TIMEOUT
flex,5,bb-local,1,10805.288228,64352,False,TIMEOUT
grep,1,cc-local,1,122.022222042,59308,True,
grep,1,cc-none,1,8.23905706406,60268,True,
grep,1,bb-none,1,10.1023759842,85048,True,
grep,1,cc-simple,1,8.25655508041,59968,True,
grep,1,clang,1,4.96006608009,68428,True,
grep,1,cc-gams,1,326.886746883,26180260,False,MEMOUT
grep,1,bb-simple,1,9.19803905487,63852,True,
grep,1,cc-lemon,1,16.6794269085,59648,True,
grep,1,bb-gams,1,591.605178833,26125372,False,MEMOUT
grep,1,bb-lemon,1,10805.4429901,70112,False,TIMEOUT
grep,1,bb-local,1,10804.9164958,63620,False,TIMEOUT
grep,2,cc-local,1,33.5908858776,60648,True,
grep,2,cc-none,1,8.51008605957,61112,True,
grep,2,bb-none,1,11.0117881298,86980,True,
grep,2,cc-simple,1,9.02859902382,60936,True,
grep,2,clang,1,5.23694419861,71216,True,
grep,2,cc-gams,1,274.107203007,26180168,False,MEMOUT
grep,2,bb-simple,1,9.52698206902,65136,True,
grep,2,cc-lemon,1,11.658588171,60624,True,
grep,2,bb-gams,1,452.743962049,26125552,False,MEMOUT
grep,2,bb-lemon,1,10805.6417341,72804,False,TIMEOUT
grep,2,bb-local,1,10805.0969169,63844,False,TIMEOUT
grep,3,cc-local,1,43.1400988102,60896,True,
grep,3,cc-none,1,8.84817194939,61456,True,
grep,3,bb-none,1,10.8152470589,89116,True,
grep,3,cc-simple,1,8.64599394798,61228,True,
grep,3,clang,1,5.32194113731,71160,True,
grep,3,cc-gams,1,303.349961042,26180240,False,MEMOUT
grep,3,bb-simple,1,9.90400600433,66192,True,
grep,3,cc-lemon,1,12.510283947,60596,True,
grep,3,bb-gams,1,582.178156853,26125308,False,MEMOUT
grep,3,bb-lemon,1,10805.4560771,72500,False,TIMEOUT
grep,3,bb-local,1,10805.2354181,63864,False,TIMEOUT
grep,4,cc-local,1,50.0649390221,60840,True,
grep,4,cc-none,1,8.67571282387,61552,True,
grep,4,bb-none,1,10.5080049038,87608,True,
grep,4,cc-simple,1,8.75133299828,61156,True,
grep,4,clang,1,5.33162021637,70540,True,
grep,4,cc-gams,1,359.782361031,26180224,False,MEMOUT
grep,4,bb-simple,1,10.1417551041,64376,True,
grep,4,cc-lemon,1,12.7952740192,60764,True,
grep,4,bb-gams,1,582.747982025,26125308,False,MEMOUT
grep,4,bb-lemon,1,10805.1442771,72008,False,TIMEOUT
grep,4,bb-local,1,10805.150296,63628,False,TIMEOUT
grep,5,cc-local,1,50.4140660763,60764,True,
grep,5,cc-none,1,8.64898610115,61576,True,
grep,5,bb-none,1,10.5399639606,87452,True,
grep,5,cc-simple,1,8.73882484436,61192,True,
grep,5,clang,1,5.51850819588,70508,True,
grep,5,cc-gams,1,358.475018978,26180240,False,MEMOUT
grep,5,bb-simple,1,9.7906999588,64872,True,
grep,5,cc-lemon,1,12.2347290516,60796,True,
grep,5,bb-gams,1,586.609597206,26125552,False,MEMOUT
grep,5,bb-lemon,1,10805.3403051,71960,False,TIMEOUT
grep,5,bb-local,1,10805.1265531,64248,False,TIMEOUT
space,1,cc-local,1,9.04371213913,55804,True,
space,1,cc-none,1,5.4449429512,56872,True,
space,1,bb-none,1,6.0931520462,63032,True,
space,1,cc-simple,1,5.34436702728,56696,True,
space,1,clang,1,3.06572198868,63416,True,
space,1,cc-gams,1,1169.70563698,25326540,False,MEMOUT
space,1,bb-simple,1,5.78595900536,59812,True,
space,1,cc-lemon,1,6.0797829628,56068,True,
space,1,bb-gams,1,844.246481895,25304088,False,MEMOUT
space,1,bb-lemon,1,26.5153999329,58728,True,
space,1,bb-local,1,314.066343784,58736,True,
space,1,cc-local,2,6.82950091362,55956,True,
space,1,cc-none,2,5.33289813995,57064,True,
space,1,bb-none,2,6.16509485245,63036,True,
space,1,cc-simple,2,5.63970208168,56692,True,
space,1,clang,2,3.10174703598,63352,True,
space,1,cc-gams,2,1161.5351069,25326428,False,MEMOUT
space,1,bb-simple,2,5.73599290848,59776,True,
space,1,cc-lemon,2,5.97919392586,55984,True,
space,1,bb-gams,2,849.02973485,25304232,False,MEMOUT
space,1,bb-lemon,2,27.0425078869,58668,True,
space,1,bb-local,2,316.40655303,58696,True,
space,1,cc-local,3,6.91007304192,55988,True,
space,1,cc-none,3,5.3370847702,57080,True,
space,1,bb-none,3,6.11315798759,63040,True,
space,1,cc-simple,3,5.42788696289,56748,True,
space,1,clang,3,3.15628004074,63448,True,
space,1,cc-gams,3,1180.33125591,25326396,False,MEMOUT
space,1,bb-simple,3,5.7859480381,59820,True,
space,1,cc-lemon,3,5.95923185349,55968,True,
space,1,bb-gams,3,853.039689064,25304208,False,MEMOUT
space,1,bb-lemon,3,26.1127669811,58688,True,
space,1,bb-local,3,316.253051996,58820,True,
sed,1,cc-local,1,5265.07597899,55772,True,
sed,1,cc-none,1,5.97863793373,56160,True,
sed,1,bb-none,1,7.35061883926,80372,True,
sed,1,cc-simple,1,5.95003700256,55700,True,
sed,1,clang,1,3.63252091408,62696,True,
sed,1,cc-gams,1,406.111467123,21566264,False,MEMOUT
sed,1,bb-simple,1,6.84228014946,60456,True,
sed,1,cc-lemon,1,96.2523210049,55556,True,
sed,1,bb-gams,1,331.335291147,23229836,False,MEMOUT
sed,1,bb-lemon,1,10804.0013518,64824,False,TIMEOUT
sed,1,bb-local,1,10804.328598,63692,False,TIMEOUT
sed,2,cc-local,1,10027.9370801,59892,True,
sed,2,cc-none,1,7.78000593185,60392,True,
sed,2,bb-none,1,9.16242790222,81572,True,
sed,2,cc-simple,1,7.76748991013,60316,True,
sed,2,clang,1,4.50549197197,66852,True,
sed,2,cc-gams,1,374.37133503,25449316,False,MEMOUT
sed,2,bb-simple,1,8.69716215134,63196,True,
sed,2,cc-lemon,1,355.666151047,60216,True,
sed,2,bb-gams,1,277.433177948,24149936,False,MEMOUT
sed,2,bb-lemon,1,10804.5471611,68508,False,TIMEOUT
sed,2,bb-local,1,10804.408051,63628,False,TIMEOUT
sed,3,cc-local,1,3241.08410382,56956,True,
sed,3,cc-none,1,7.06233000755,58180,True,
sed,3,bb-none,1,8.60398817062,83484,True,
sed,3,cc-simple,1,6.98055195808,57276,True,
sed,3,clang,1,4.27699804306,64692,True,
sed,3,cc-gams,1,730.23713994,26125832,False,MEMOUT
sed,3,bb-simple,1,7.96587109566,61880,True,
sed,3,cc-lemon,1,34.1660618782,56980,True,
sed,3,bb-gams,1,989.604948044,26125676,False,MEMOUT
sed,3,bb-lemon,1,10804.42362,70192,False,TIMEOUT
sed,3,bb-local,1,10805.27053,63672,False,TIMEOUT
sed,4,cc-local,1,3247.47973418,56644,True,
sed,4,cc-none,1,6.98995518684,58188,True,
sed,4,bb-none,1,8.65484809875,83320,True,
sed,4,cc-simple,1,6.9826939106,57160,True,
sed,4,clang,1,4.29088997841,64496,True,
sed,4,cc-gams,1,730.049579144,26126128,False,MEMOUT
sed,4,bb-simple,1,7.98970794678,61736,True,
sed,4,cc-lemon,1,33.66760993,56952,True,
sed,4,bb-gams,1,985.384140015,26125520,False,MEMOUT
sed,4,bb-lemon,1,10804.894969,69844,False,TIMEOUT
sed,4,bb-local,1,10860.0843329,11504,False,TIMEOUT
sed,5,cc-local,1,10807.0691831,63632,False,TIMEOUT
sed,5,cc-none,1,10.3239569664,68192,True,
sed,5,bb-none,1,11.5915420055,71988,True,
sed,5,cc-simple,1,9.99506998062,66276,True,
sed,5,clang,1,6.45030903816,71012,True,
sed,5,cc-gams,1,1000.87791491,26125672,False,MEMOUT
sed,5,bb-simple,1,11.1844301224,70120,True,
sed,5,cc-lemon,1,146.001469851,66000,True,
sed,5,bb-gams,1,221.956850052,23544612,False,MEMOUT
sed,5,bb-lemon,1,6650.51161385,68664,True,
sed,5,bb-local,1,10806.3277009,63904,False,TIMEOUT
sed,6,cc-local,1,10806.4375689,63696,False,TIMEOUT
sed,6,cc-none,1,10.4687941074,68284,True,
sed,6,bb-none,1,11.6588439941,72080,True,
sed,6,cc-simple,1,10.0321500301,66140,True,
sed,6,clang,1,6.34343791008,71192,True,
sed,6,cc-gams,1,1004.27116919,26125548,False,MEMOUT
sed,6,bb-simple,1,11.1350829601,70024,True,
sed,6,cc-lemon,1,146.141092777,66364,True,
sed,6,bb-gams,1,221.461373806,23544680,False,MEMOUT
sed,6,bb-lemon,1,6654.01416707,68400,True,
sed,6,bb-local,1,10806.480443,63876,False,TIMEOUT
sed,7,cc-local,1,10806.0801959,63892,False,TIMEOUT
sed,7,cc-none,1,9.86343193054,75464,True,
sed,7,bb-none,1,11.3068721294,74576,True,
sed,7,cc-simple,1,9.67544198036,67800,True,
sed,7,clang,1,6.06783103943,74124,True,
sed,7,cc-gams,1,1290.88822889,26125548,False,MEMOUT
sed,7,bb-simple,1,10.6505608559,71616,True,
sed,7,cc-lemon,1,119.176784039,66724,True,
sed,7,bb-gams,1,294.26055479,25127476,False,MEMOUT
sed,7,bb-lemon,1,4546.34359097,70084,True,
sed,7,bb-local,1,10860.0812101,11500,False,TIMEOUT
